dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
59,779,4236,51,227,4538,13,815,8708,37
18,544,9812,56,853,3686,9,727,210,65
27,336,3126,48,974,7848,38,683,9258,4
21,465,9328,67,227,1350,64,749,1038,20
50,362,6826,0,690,3308,63,68,2004,12
87,11,2386,78,592,9893,27,467,3675,80
62,556,3217,52,375,4686,43,776,7059,45
61,281,839,10,329,6578,18,405,1690,49
93,923,5227,52,266,399,41,961,1882,29
28,716,5710,86,888,2782,4,762,3431,12
73,612,6030,26,970,3242,0,64,8121,97
31,907,7920,71,800,4426,0,907,8813,44
72,824,778,87,95,4194,88,335,4485,52
24,125,5841,87,258,8251,6,509,8217,8
15,643,4155,90,981,7226,60,686,6576,58
14,979,6774,59,965,1775,79,170,7239,99
58,184,5580,39,661,6819,79,280,3903,87
47,777,8028,65,85,9865,29,262,857,15
17,304,4512,35,782,8709,74,615,7067,51
22,556,3896,53,581,6875,49,849,660,40
54,558,1220,84,219,8440,56,192,9156,82
41,754,7913,92,599,7711,61,441,8638,11
2,713,749,37,415,4507,83,261,8609,97
70,870,1252,93,421,4609,7,881,8269,89
51,411,3993,42,453,7800,2,371,6940,39
10,11,424,86,918,6796,10,1,4991,83
54,405,2621,79,28,3433,93,939,816,42
87,703,2858,59,84,7619,85,747,4114,68
98,596,4671,94,251,5297,71,599,2487,34
24,940,1754,4,438,8060,86,30,8208,87
91,526,9053,32,290,3345,11,130,5618,82
75,463,3249,13,226,4317,66,980,5297,84
86,959,7105,35,110,6584,6,282,2867,80
80,358,4017,92,455,6886,11,436,8912,1
40,65,6065,53,545,6411,42,56,9045,71
36,177,8376,34,365,88,21,931,4521,9
81,974,9637,14,267,8613,58,348,7071,11
54,590,7606,49,368,5303,51,481,6724,83
8,726,213,37,401,1497,13,474,6627,17
98,631,4274,76,731,3855,70,201,5889,88
35,337,6214,5,172,5592,59,423,4718,90
56,220,1942,88,970,3238,83,537,5124,1
62,298,4597,33,250,4773,44,321,3947,80
81,928,1062,92,423,9905,77,35,6131,95
19,860,5694,18,816,232,17,252,9111,91
84,506,123,81,510,4807,61,407,1620,7
46,932,7576,86,606,5062,34,252,2628,55
19,400,6595,65,529,552,77,851,3667,73
5,409,9874,33,287,1832,78,345,2580,26
72,170,8038,56,156,4432,58,325,9092,83
92,825,6339,16,654,1103,66,938,5682,3
28,264,5315,22,972,2985,79,486,9649,45
76,276,3407,10,375,1178,25,244,307,16
99,871,675,63,696,5216,44,150,9902,48
90,243,3518,7,403,631,15,745,2858,81
48,320,5615,93,102,2160,92,602,2610,11
5,958,2694,59,703,5192,36,616,365,52
38,72,6374,77,268,9400,68,6,5011,98
31,493,8018,14,891,4217,98,899,2157,67
48,410,5125,5,933,229,41,188,3059,71
42,205,6434,22,794,7045,55,261,8539,30
27,547,4027,94,342,2197,89,86,3956,39
44,442,8976,46,328,1421,80,118,6766,49
64,350,3590,38,237,2063,9,607,3906,82
49,429,1892,98,974,8551,8,791,2323,7
53,482,6567,71,351,3853,33,563,1675,57
50,797,8783,18,919,6472,73,541,4580,46
42,209,6253,52,233,6193,51,641,1230,90
63,272,2774,91,830,8226,39,682,2505,48
94,360,5010,66,414,9432,86,327,7429,63
29,464,7706,41,918,9607,97,603,1829,63
81,307,7785,83,694,1023,64,712,3537,54
92,113,838,99,994,3956,65,325,7465,76
41,430,4889,44,378,8614,38,46,247,39
37,347,6934,19,898,760,52,112,8862,94
86,599,8189,57,700,3009,32,624,4355,16
85,804,8481,93,530,3534,50,2,575,48
65,506,2866,3,656,896,40,599,8159,77
68,354,6530,9,278,8077,84,821,5561,57
14,603,2858,90,108,2030,21,165,7488,35
60,397,3526,16,685,6273,80,367,1379,63
95,547,268,23,604,9841,48,318,49,82
5,162,54,87,796,9178,12,669,8518,75
77,569,9379,21,47,538,72,460,7131,95
23,945,397,78,796,2257,40,762,4621,33
84,645,3989,72,282,3364,6,736,1113,79
13,957,6102,99,226,5460,23,485,4796,7
11,573,9664,44,102,9678,49,536,2029,11
54,549,5624,15,178,4924,32,734,3167,24
67,626,1638,9,580,5491,70,931,4299,48
43,724,4459,64,538,2327,22,650,3772,59
84,731,9050,7,101,8323,86,338,6472,16
80,264,3340,70,683,5053,95,812,8417,12
92,12,248,75,511,8991,58,186,5695,89
50,591,6989,68,593,4570,94,635,9835,23
79,238,8613,94,583,6046,45,436,2855,9
81,878,6168,92,939,4922,64,945,5305,60
37,624,3828,98,668,1707,15,938,2235,1
40,534,7882,26,839,6800,90,397,7414,31
43,479,1025,44,327,471,1,396,7655,87
74,749,3949,40,408,7891,12,905,8290,41
95,544,1752,89,825,5719,66,813,4245,27
91,821,3696,15,857,1491,12,80,9088,16
15,556,752,23,778,4693,40,329,3801,20
97,815,9436,94,300,4622,83,189,6796,51
49,596,4106,43,595,2788,73,870,1109,41
93,323,9062,18,126,4819,31,536,3040,35
37,60,4219,4,459,5441,56,766,6490,91
85,482,8464,72,591,1207,51,409,5908,5
4,105,7491,26,918,9728,89,872,745,52
8,819,5151,36,587,4996,96,726,6680,94
76,429,4414,37,393,7162,33,10,6117,70
38,683,3184,5,980,9464,34,832,1105,69
86,458,8307,31,283,8846,57,696,1959,54
26,944,726,48,63,800,4,266,3755,72
31,164,9651,60,674,7333,72,136,4047,80
63,40,5595,49,489,5497,37,770,2052,65
94,149,3761,85,839,9768,96,817,509,91
32,553,9619,97,668,8355,22,287,2089,78
89,57,5780,61,510,5060,49,991,5314,40
17,819,3396,96,778,357,3,107,428,90
75,52,4760,45,14,1,72,681,9328,61
66,48,91,93,730,8255,69,673,2562,19
4,908,4970,23,651,3562,30,230,3168,2
77,189,2165,63,140,3916,8,299,9801,5
58,547,7119,76,680,1200,15,850,2529,54
75,947,5313,58,684,313,56,240,3510,26
3,808,4276,48,636,4020,42,533,5547,49
15,164,9088,27,991,1691,20,128,2636,72
74,914,5042,45,951,3589,68,136,3741,86
99,889,7317,61,548,3166,20,826,1121,43
47,743,7454,37,765,7859,57,555,267,29
65,489,8318,24,888,5768,19,776,9555,86
76,953,9504,3,329,595,62,273,2875,87
7,765,1666,57,171,7516,9,370,6787,67
43,886,5145,18,676,5981,32,898,332,62
20,23,3019,7,258,7139,87,761,9482,39
25,318,1489,26,967,7573,42,199,6566,53
34,483,3376,12,895,3847,21,568,9589,45
14,566,5209,15,715,7929,0,899,2629,81
39,634,8550,63,177,487,48,377,9096,94
29,131,2240,69,318,4171,55,359,8888,29
65,24,3149,40,58,1336,10,262,7947,38
79,828,141,33,599,3451,15,999,5241,17
12,30,8541,32,371,684,71,774,5239,96
0,404,5993,70,91,8533,52,395,4146,36
42,605,4236,75,108,1232,24,426,8583,49
27,252,8392,82,356,2309,84,784,7995,27
0,4,692,31,342,9047,4,787,9594,50
39,323,1382,87,623,4472,46,26,4497,93
33,479,1959,26,93,8966,88,743,7366,79
12,644,1452,3,473,6919,14,644,914,7
60,752,702,17,729,231,96,434,8598,0
65,399,4217,26,995,991,7,547,9023,15
3,858,9786,79,371,504,86,167,4224,19
88,651,9238,20,834,6453,31,641,1099,44
97,192,5822,10,331,8819,15,419,5621,64
12,120,5738,19,771,4820,24,937,9177,5
35,449,3750,82,643,6011,20,389,8038,19
95,455,1262,99,163,2939,75,917,8572,73
60,938,2929,40,96,1776,37,475,282,95
57,225,1658,65,987,8607,44,844,7768,48
84,108,8761,2,488,507,95,99,6030,94
89,152,7195,61,630,7143,79,627,3810,53
14,353,2927,82,564,8518,82,785,7620,59
92,173,9635,24,305,7417,55,68,7600,40
89,751,4956,13,109,7732,34,903,4309,66
84,896,4917,78,768,6028,59,728,8241,62
11,845,4433,97,342,6663,46,123,8582,29
75,927,1438,55,913,3577,60,642,3975,75
68,444,2098,9,490,1663,61,678,9947,90
60,412,6191,53,462,9952,86,166,4738,80
41,559,8598,83,797,9202,62,620,9334,97
89,375,692,4,288,1732,42,37,1790,6
31,594,4712,76,674,9811,93,187,7689,28
1,349,8222,15,107,6780,13,815,2080,64
7,790,3702,66,99,2050,83,978,5651,32
90,324,6009,72,58,8907,23,990,5392,82
53,470,1717,18,390,7677,91,288,5026,28
7,511,8094,3,854,3508,98,618,5110,92
87,119,7987,48,321,5444,97,175,9972,26
12,354,5062,92,456,9519,79,783,4716,25
28,948,4988,96,529,5874,83,565,7891,89
12,70,8073,63,277,134,78,817,6022,1
57,478,516,38,667,4155,95,643,3031,43
62,717,5039,94,683,469,66,726,2591,69
86,986,7572,1,647,45,94,313,5804,66
46,497,3356,28,711,9910,66,839,3903,79
78,999,9752,34,176,1072,88,846,5575,37
87,383,2243,74,391,4422,45,34,5987,62
86,86,2810,3,445,4060,52,334,517,48
73,363,9522,14,368,9333,46,28,9796,90
37,409,7342,13,529,2842,65,95,2576,92
68,838,4187,53,712,9751,57,794,7940,18
68,276,1181,78,520,8140,5,302,3753,45
94,983,3252,80,362,1580,25,607,459,59
39,208,8509,29,472,3318,50,91,8713,51
0,126,5434,85,774,3838,0,78,9687,97
1,315,942,42,930,4978,44,683,7224,47
28,766,1758,0,356,1826,80,777,3154,95
6,310,906,46,203,2671,40,421,6258,8
92,124,9474,38,900,2760,39,973,6191,11
56,362,6828,28,924,1153,54,581,9974,13
54,200,3861,66,672,8965,34,806,5616,0
72,503,4455,36,230,6767,48,979,1868,99
35,974,6414,86,481,9926,73,813,3614,43
6,366,609,76,508,165,7,749,7795,9
91,323,7744,29,62,8863,70,437,2415,43
9,855,35,61,263,5053,2,796,6340,15
79,862,7487,20,702,2568,65,2,5573,53
73,779,5743,70,388,9353,90,3,94,57
38,107,9304,22,807,8819,63,971,6791,75
57,647,891,26,228,3432,89,598,9475,81
89,16,1571,25,988,589,9,45,3271,77
97,509,1539,19,840,1776,19,227,4459,13
97,254,3281,67,71,369,95,780,6410,94
39,298,8175,80,923,2591,85,48,8429,12
13,8,5969,84,437,76,41,139,7065,65
81,528,3110,21,471,1676,27,672,3446,16
0,505,6047,41,419,7769,52,57,7881,14
16,655,8936,81,902,6451,69,173,784,11
48,50,4049,92,223,4434,81,480,5666,69
85,802,4755,35,305,6001,82,847,1317,68
15,51,2221,93,810,4458,56,111,2020,26
6,844,3695,92,942,8616,24,731,3898,46
14,523,8406,56,81,4532,77,436,8310,88
20,882,507,58,806,4287,15,167,7967,6
65,93,9039,40,303,3270,38,107,9400,50
58,194,7941,94,236,9764,93,879,6677,38
47,964,9792,4,540,9519,61,950,5717,51
88,740,8781,47,441,8222,7,998,7278,88
72,887,7203,90,988,8620,90,511,1289,62
83,908,6081,85,356,3853,51,717,6233,17
49,780,5229,46,603,6803,17,259,6850,24
9,155,5620,80,522,2058,34,894,6890,24
51,120,2935,46,631,2538,43,156,5106,4
84,302,9265,19,865,7443,81,805,771,29
67,427,4514,60,359,1619,47,364,9861,77
29,446,3330,69,350,733,92,974,5701,42
33,452,276,17,194,6206,4,319,548,85
93,403,7951,76,48,3593,4,422,9144,62
77,347,5621,35,26,1678,49,697,8406,8
85,291,4714,52,174,4533,48,721,7852,23
64,556,1820,49,129,2030,33,511,4322,25
59,380,6475,94,465,3193,22,939,8284,93
7,111,5715,26,606,8346,39,646,9487,37
74,124,9253,25,810,9588,0,29,6121,58
64,81,8888,24,583,9582,93,439,9441,5
68,253,5540,55,450,8190,83,548,1509,86
56,696,1667,68,714,9558,43,36,1109,10
44,854,4978,32,228,5287,36,585,9150,17
48,858,7954,78,543,6200,4,842,1704,22
73,641,4551,96,752,4909,5,632,7435,13
61,41,9161,11,783,3118,97,93,7310,84
38,103,9753,62,679,2952,80,261,4005,37
76,305,9304,84,996,7283,80,653,9699,92
20,30,2911,60,117,3663,54,683,98,79
99,849,675,1,12,4854,46,280,9473,62
52,755,4389,22,990,5457,94,535,6178,32
44,943,856,26,282,1181,64,362,5782,7
96,494,1438,12,162,2124,0,817,4069,40
27,726,3775,51,831,7316,13,164,5204,19
52,79,7848,29,672,9559,90,949,6719,86
8,665,3794,71,643,7081,11,651,5821,86
74,24,8967,83,0,9641,9,859,5504,6
92,996,8006,81,306,7981,2,968,6005,64
70,34,4900,4,880,1078,35,695,805,49
60,110,5444,16,784,1489,52,289,9683,34
26,725,898,86,995,5148,95,260,1289,13
21,328,619,50,89,7428,9,756,5302,4
94,801,5703,16,315,3709,33,410,1355,3
29,172,1023,23,487,9926,47,182,6486,17
91,534,5877,17,292,7049,84,591,1789,15
83,873,6200,88,29,2922,42,352,6879,71
14,90,6702,10,848,41,5,733,3840,53
14,585,8742,48,118,7538,39,930,3018,11
52,783,1337,24,922,2396,95,568,5740,29
75,3,9041,85,528,8592,11,297,9253,28
80,693,5073,12,9,2989,89,228,2864,24
22,350,2802,70,481,7519,86,886,2594,25
69,579,4735,3,739,5826,17,822,6884,33
15,494,6918,18,714,3555,37,774,21,44
90,625,6584,31,753,9194,72,624,1925,37
86,820,93,29,964,3408,31,659,4342,1
64,397,917,48,162,9101,55,201,8389,81
44,847,885,18,548,1123,4,978,6820,56
6,110,5935,50,569,6796,53,651,5264,77
44,850,7206,74,552,8478,79,517,5789,81
38,377,9165,40,440,8687,52,191,287,53
49,642,3615,98,910,208,0,5,863,34
48,297,1928,96,713,6768,24,715,4740,39
47,194,1442,31,620,9277,24,357,4945,63
48,689,1685,23,269,3393,13,105,5350,38
39,787,2698,50,503,1629,93,461,9097,18
38,182,84,35,14,4606,94,598,5073,22
56,193,3709,80,84,3040,6,394,6691,69
81,723,331,85,430,9536,19,789,4422,84
62,564,2190,85,361,6373,5,191,2651,80
99,409,8454,20,271,9409,32,65,3668,97
55,18,6905,35,328,4704,75,517,8550,77
85,372,217,61,737,4188,52,593,7830,79
1,891,8811,34,753,3131,31,661,5167,95
25,958,5983,26,661,1140,51,386,8609,56
95,884,3977,86,26,1586,62,592,9503,60
22,881,563,26,918,5871,65,702,1105,60
17,32,1016,75,541,3749,30,762,3648,2
82,110,5269,84,615,5730,47,265,2647,22
87,865,311,0,642,2460,46,634,2439,63
67,795,4599,24,395,5811,56,565,3883,72
59,303,337,73,269,4379,17,746,2394,4
1,308,5796,58,462,9113,72,343,7508,32
93,695,9010,55,445,6970,63,216,8310,57
48,511,7563,92,253,7593,46,152,7803,91
37,432,2051,35,135,2183,10,992,2048,51
30,461,1721,47,863,6730,71,29,5556,40
39,574,2562,50,303,8541,57,596,1286,28
79,141,1834,24,264,6868,32,111,7412,58
52,882,8673,31,406,9426,19,528,5708,5
63,156,7696,44,851,920,75,355,4830,89
32,564,6661,2,344,5586,9,164,8884,11
57,793,5820,60,545,1631,37,63,9439,74
49,378,5540,12,237,2414,82,709,155,68
63,928,4905,19,971,6564,67,773,8452,27
2,708,5497,53,371,5005,64,927,6258,27
60,617,6536,36,505,8047,4,161,677,49
81,961,5221,80,986,9326,24,576,756,24
9,584,2175,31,219,472,74,822,4194,60
65,530,8171,49,330,3500,31,461,3146,86
50,474,7022,68,721,9823,38,734,5197,48
93,121,3500,73,726,1806,49,288,280,18
29,186,5342,43,804,2956,44,670,6720,63
24,474,3996,3,578,2663,27,503,9501,1
42,473,3671,10,761,5944,66,528,5657,39
87,740,8172,11,418,3047,94,357,2426,49
63,228,8463,43,171,4364,77,890,6148,90
58,589,1386,67,159,8284,65,770,8440,19
61,130,2986,7,954,2948,18,116,3635,82
98,697,2828,48,3,4525,85,552,8318,61
9,916,5386,24,655,7522,90,778,7648,1
63,813,1887,27,853,4033,88,666,914,85
93,612,2397,30,383,5155,36,189,7033,76
59,423,8329,22,807,4635,5,620,8023,6
89,711,3639,44,45,919,12,963,907,12
98,581,2558,47,934,4320,33,392,7431,59
87,449,7007,85,986,6658,2,129,1349,14
19,56,7727,2,837,7412,98,773,1511,71
48,645,3317,75,34,4823,13,956,9722,2
98,374,5752,49,461,2267,4,809,7386,9
73,698,7753,34,120,7894,6,974,2211,67
26,806,8627,62,947,4968,54,121,9781,87
50,458,6117,93,392,1108,43,59,2568,95
56,125,5075,22,928,9090,81,44,4083,3
78,580,5621,6,73,7926,18,638,1720,91
78,329,5892,89,664,1534,19,451,5303,53
36,563,8054,69,463,1788,20,651,963,33
98,622,5851,88,367,1651,83,33,7384,54
2,870,3620,56,670,7479,24,880,6568,17
28,37,9258,69,939,5087,57,108,1799,52
67,582,669,86,71,4609,80,654,9340,95
46,483,3095,52,261,7751,50,58,3415,87
79,366,6864,87,840,5665,30,770,4855,3
68,977,9816,93,820,8457,30,30,9433,1
20,585,5694,78,862,943,93,88,8349,78
41,184,9111,36,912,5123,26,747,3743,84
20,646,810,38,668,1874,8,437,5094,64
1,803,9083,42,862,1027,63,972,1690,66
77,990,1639,81,679,5181,9,848,5231,79
68,305,9885,23,40,6359,41,182,5380,55
6,839,1968,8,112,4352,28,603,9478,70
74,295,6029,35,908,9541,8,267,4620,51
34,969,6715,0,10,7247,98,786,8513,20
29,39,6165,15,17,2618,25,520,2132,87
43,818,5879,32,628,7024,9,589,8150,71
45,219,1348,63,588,2686,22,27,9670,50
54,601,7139,11,69,1040,66,145,5586,70
0,19,2347,33,784,3194,8,722,7764,97
53,1,9407,7,100,309,55,494,9086,63
79,877,1237,60,727,8218,17,705,7784,87
0,982,912,83,886,3051,28,542,1771,7
62,251,8119,77,111,8228,54,193,7374,95
54,406,9734,49,362,62,90,259,7332,75
85,592,3408,31,365,21,15,471,4314,28
76,168,9882,99,768,652,67,14,8829,30
26,184,4666,82,548,8106,23,549,6464,53
14,404,5972,69,683,1251,24,334,408,37
80,38,2066,35,206,2649,90,7,5977,85
8,665,4345,55,13,5190,74,67,1989,19
68,94,3648,40,73,8807,96,734,3208,36
58,839,6802,13,267,4428,18,520,6886,22
22,306,7611,48,609,2345,45,919,7144,41
10,582,8670,89,6,9084,36,382,9891,72
23,532,5786,22,587,4649,49,677,5336,24
71,57,276,61,97,9940,90,831,9337,79
97,945,3535,99,889,1594,56,68,7286,11
53,22,3026,90,171,4081,42,48,5729,66
30,844,5817,59,29,143,86,684,6581,28
21,630,5998,36,49,736,97,744,9898,32
13,297,1376,55,63,3604,65,249,6887,22
4,297,4528,58,410,473,49,192,8421,50
16,859,5601,65,95,6389,32,21,1920,57
81,935,3089,72,433,1844,91,374,8018,80
82,410,2752,14,498,3063,64,438,2618,71
70,95,7132,49,586,5219,9,639,4940,88
89,147,9872,45,75,4735,56,28,5332,28
88,701,4258,14,690,7994,30,250,6655,2
81,780,2905,5,901,9294,97,574,6449,84
43,169,5590,72,713,3442,90,243,2743,44
78,382,3118,11,766,4091,11,172,8703,24
92,577,4748,89,819,3349,3,375,4729,59
48,554,3484,32,88,3669,23,498,398,71
64,722,8930,98,622,516,52,22,355,82
3,560,6159,18,176,4511,62,889,2023,22
8,974,8458,61,120,8973,38,873,3875,78
35,346,7085,14,26,6789,62,549,3401,7
50,651,2103,46,966,9602,14,728,5983,92
31,245,3653,74,150,6811,85,433,9809,6
87,39,5419,70,849,9600,84,33,25,44
17,457,7547,38,979,7553,31,340,4205,72
14,891,450,91,899,7480,28,981,9333,51
19,507,6892,7,862,1318,21,986,4771,34
57,859,9376,62,678,8368,21,100,3077,6
39,631,4887,81,243,5096,19,735,6858,80
65,451,1831,14,394,2805,85,133,8177,57
88,131,5783,9,89,4311,13,981,5395,16
12,91,4650,30,300,565,27,689,1736,96
90,553,9294,39,650,4597,32,342,9274,87
12,747,4323,10,648,2077,1,563,5743,42
61,220,5909,77,149,2720,35,737,1268,32
27,395,549,0,993,1547,79,299,4015,87
45,880,354,53,111,3409,83,624,8803,17
14,277,3219,70,10,7968,47,735,7597,84
92,67,6200,32,475,6885,17,796,7891,13
84,88,1288,12,956,9312,12,676,2815,45
43,369,4075,82,696,4309,96,464,1219,37
94,583,4894,8,338,2561,41,220,9873,9
22,220,1714,49,162,6424,24,244,5519,22
66,70,7329,72,84,3850,50,611,9847,32
98,391,8892,90,407,2785,6,100,1155,1
77,529,5535,22,238,1550,46,52,6940,39
65,601,4610,7,18,7046,73,706,9851,66
49,59,5586,24,655,120,82,877,387,4
12,456,4687,85,715,6070,60,529,1547,8
1,444,9332,99,743,3866,74,794,2532,84
75,739,42,4,626,5111,85,364,8047,34
90,542,7004,77,813,1708,95,341,2132,62
33,112,926,40,833,3358,55,364,8740,30
39,517,8694,64,905,1109,72,691,9396,29
68,739,6353,27,300,5303,36,946,7071,46
60,462,9339,53,487,4600,17,924,4982,67
24,145,833,58,363,8896,6,697,8341,59
74,752,3326,52,733,6,43,822,9098,77
76,309,8200,18,220,9789,30,838,93,50
62,167,6718,49,897,3591,95,672,6350,84
27,946,540,45,454,1990,86,909,1533,36
84,747,407,26,211,7599,69,39,3566,20
55,201,3546,85,790,9060,65,265,3937,92
25,455,908,61,564,8833,77,954,6163,8
26,600,4031,77,925,7611,60,135,4196,64
25,481,5868,11,691,5664,98,629,9879,74
14,675,7169,59,649,8593,3,372,5864,62
49,5,9520,3,508,8367,8,846,7218,5
5,534,5251,27,862,7954,10,149,1275,35
67,47,7333,36,82,8434,97,673,3897,94
3,611,8813,84,733,482,1,431,5272,37
29,403,5656,69,129,2428,75,367,7890,52
76,956,3146,61,791,8783,21,476,2610,58
8,86,7417,10,759,4147,12,355,4828,71
41,438,9114,57,860,6657,43,286,9729,84
13,854,7937,4,311,8166,79,436,3044,29
91,628,6563,22,508,8680,51,608,5858,29
39,291,5379,2,90,6410,31,286,2817,50
2,365,2081,79,639,1700,45,296,3463,93
40,300,558,50,553,2435,60,136,1020,44
92,341,6453,4,926,7291,90,134,639,88
32,342,727,67,687,5595,98,949,846,31
78,41,4253,63,282,8263,64,844,5946,12
59,840,8603,13,767,9535,77,53,638,30
63,284,1515,84,891,8612,93,959,5761,37
61,20,8714,96,570,7945,9,884,1841,7
78,229,7401,28,165,2825,15,684,7665,51
6,445,5088,91,244,923,30,35,4047,6
75,420,4192,19,167,8200,82,959,5789,17
49,164,692,7,566,2501,17,473,9162,29
38,925,3302,3,291,3061,75,73,9598,73
70,194,3900,76,640,2999,42,320,7572,23
46,288,5126,22,718,9503,24,745,2820,24
69,753,1011,77,672,9130,95,755,1274,55
25,828,1383,33,644,9223,16,649,7799,92
57,303,9477,49,507,2247,72,240,6985,37
72,998,470,44,731,9703,97,452,6775,66
50,426,2561,36,263,2421,92,979,1394,9
87,79,3207,27,422,5968,54,335,3876,60
51,667,8852,80,712,8063,59,26,245,85
93,19,2385,75,300,9933,84,45,2518,33
15,554,5152,82,33,9485,6,912,4077,38
47,73,6102,39,177,1673,2,871,2984,17
26,242,5872,17,517,9119,14,138,5087,33
32,795,1977,17,294,1319,50,255,3129,0
22,364,8005,5,48,1377,18,238,5748,96
44,611,3738,55,243,4165,60,289,4607,84
82,7,3911,98,862,3604,54,508,8130,60
99,102,1445,62,159,7719,22,946,3328,20
82,855,6785,66,378,3489,39,638,718,7
21,320,4337,35,292,7504,44,901,687,62
41,400,7271,82,652,5787,45,92,6092,2
32,827,4479,40,534,3057,64,138,6255,71
9,915,5528,17,690,9603,46,964,1401,52
46,652,8770,72,766,5593,84,851,9672,22
95,396,337,41,903,4033,37,961,6171,87
78,232,9959,20,9,9448,34,867,4387,44
38,926,8844,7,856,8581,90,40,2485,89
45,533,1049,97,906,852,99,628,4952,38
71,782,6096,16,600,1351,77,809,1082,86
50,334,902,97,549,6526,26,784,3540,46
24,737,5612,68,949,8035,90,937,9410,30
81,46,230,38,623,961,14,82,2801,14
14,509,4497,45,515,2098,36,281,3712,79
57,35,4038,62,747,8361,55,297,3125,47
58,863,9525,2,645,9012,38,44,5615,37
25,780,6230,60,478,9961,58,159,3706,27
40,254,505,32,380,6433,99,124,3797,25
43,979,4021,60,569,9218,85,505,1100,54
84,792,9728,81,789,5407,9,434,943,73
21,52,3320,52,410,8238,1,63,1728,39
97,85,9609,56,601,2554,78,496,6908,11
36,194,8586,87,924,9935,18,443,1928,67
13,936,8887,6,629,7095,16,216,1632,80
3,883,1129,88,144,2733,97,946,767,98
23,28,9207,32,803,8707,35,680,5357,68
65,680,8704,50,305,5069,91,605,5482,38
62,579,5118,61,259,5903,41,610,8564,47
64,977,3294,42,980,2770,23,128,3140,75
65,821,5934,46,312,7467,95,529,5200,50
12,167,8469,89,537,2113,50,381,827,81
26,404,272,89,214,2132,75,955,3894,19
80,350,2050,6,17,5414,42,493,8028,26
16,865,5452,83,45,4129,39,834,6327,6
68,144,8340,12,501,8571,23,384,6269,17
87,372,3360,2,718,176,89,198,2026,84
56,755,1310,7,894,7322,46,925,7646,54
71,857,3418,49,126,4686,19,482,9344,91
72,344,3232,91,928,5341,49,103,4544,7
17,515,2876,2,763,9414,26,399,1915,78
15,59,4712,38,23,715,6,979,7389,19
50,358,34,39,719,8705,3,479,3238,60
95,763,4219,93,486,9682,16,68,7016,14
39,987,3452,17,129,3328,12,559,7729,10
38,421,4330,35,642,2473,0,902,4855,20
55,961,4185,41,70,803,60,173,2466,74
53,563,8979,55,337,1195,51,791,1878,84
43,450,4630,90,744,2409,44,940,1031,35
45,668,8068,17,841,3536,41,992,9770,8
31,923,5375,99,894,3180,62,372,4722,60
47,955,2954,3,810,944,58,893,1755,14
60,613,4005,91,379,109,83,811,1125,8
65,602,8821,85,563,4709,34,80,984,13
37,774,8442,30,969,2341,24,822,12,10
42,404,5257,8,661,5828,68,786,9077,9
3,293,4843,82,606,7092,43,644,4384,86
4,205,8620,35,213,6728,6,453,8592,81
57,115,9730,59,713,9518,3,643,6995,5
36,43,5230,37,721,5390,95,328,5675,2
25,214,5143,40,172,5296,23,915,6828,89
8,563,3418,42,485,2210,35,29,6547,48
14,610,3869,87,772,8728,4,668,6554,4
87,221,6955,14,51,2769,98,886,8957,91
87,604,3929,8,923,9330,34,876,9397,67
98,456,4221,58,898,6521,96,171,5257,69
88,818,2294,18,581,2858,19,11,618,57
25,918,5890,62,13,4896,88,674,5525,90
62,68,2481,42,756,5494,57,856,2453,68
86,781,4593,7,990,2541,49,277,6561,57
69,782,8586,46,581,6678,44,662,7486,15
